Winner,Pot,Actions,ATTP1,ATTP2,HandNo
2,15.0,f/,0.0,0.0,333
2,15.0,f/c,0.0,0.0,334
2,15.0,f/,0.0,0.0,335
2,15.0,f/c,0.0,0.0,336
2,15.0,f/,0.0,0.0,337
2,15.0,f/c,0.0,0.0,338
2,15.0,f/,0.0,0.0,339
2,15.0,f/c,0.0,0.0,340
2,15.0,f/,0.0,0.0,341
2,15.0,f/c,0.0,0.0,342
2,15.0,f/,0.0,0.0,343
2,15.0,f/c,0.0,0.0,344
2,15.0,f/,0.0,0.0,345
2,15.0,f/c,0.0,0.0,346
2,15.0,f/,0.0,0.0,347
2,15.0,f/c,0.0,0.0,348
2,15.0,f/,0.0,0.0,349
2,15.0,f/c,0.0,0.0,350
2,15.0,f/,0.0,0.0,351
2,15.0,f/c,0.0,0.0,352
2,15.0,f/,0.0,0.0,353
2,15.0,f/c,0.0,0.0,354
2,15.0,f/,0.0,0.0,355
2,15.0,f/c,0.0,0.0,356
2,15.0,f/,0.0,0.0,357
2,15.0,f/c,0.0,0.0,358
2,15.0,f/,0.0,0.0,359
2,15.0,f/c,0.0,0.0,360
2,15.0,f/,0.0,0.0,361
2,15.0,f/c,0.0,0.0,362
2,15.0,f/,0.0,0.0,363
2,15.0,f/c,0.0,0.0,364
2,15.0,f/,0.0,0.0,365
2,15.0,f/c,0.0,0.0,366
2,15.0,f/,0.0010004043579101562,0.0,367
2,15.0,f/c,0.0,0.0,368
2,15.0,f/,0.0,0.0,369
2,15.0,f/c,0.0,0.0,370
2,15.0,f/,0.0,0.0,371
2,15.0,f/c,0.0,0.0,372
2,15.0,f/,0.0,0.0,373
2,15.0,f/c,0.0,0.0,374
2,15.0,f/,0.0,0.0,375
2,15.0,f/c,0.0,0.0,376
2,15.0,f/,0.0,0.0,377
2,15.0,f/c,0.0,0.0,378
2,15.0,f/,0.0,0.0,379
2,15.0,f/c,0.0,0.0,380
2,15.0,f/,0.0,0.0,381
2,15.0,f/c,0.0,0.0,382
2,15.0,f/,0.0,0.0,383
2,15.0,f/c,0.0,0.0,384
2,15.0,f/,0.0,0.0,385
2,15.0,f/c,0.0,0.0,386
